user_name,nick_name,level,glevel,gender,is_vip,title,text,view,reply,share,agree,disagree,create_time,last_time,热度
秋虫不知晦朔,光荣的红花少年,13,9,1,False,这母女三人，真是xn中的极品,"这母女三人，真是xn中的极品
河南南阳，一男子离家出走20年后因工伤获得69.7万元死亡赔偿金。妻子要求分得37万、两个女儿认为母亲与别的男人同居十余年，没有资格获得父亲的死亡赔偿金。一审判定母亲分割60%，三人同时上诉后，二审法院认定母亲出轨并依法改判。
马先生是上门女婿，其与妻子陈女士结婚后，育有两个女儿，两个女儿出生后，都随母亲姓陈。
两个女儿还未成年时，马先生被公司派往广东工作。可到了广东后，马先生就再也没有回家，且也没有给家里寄过生活费，两个女儿由陈女士独自抚养。
期间，陈女士曾两次起诉离婚，但最终她还是撤回起诉，并带着两个女儿与另一男子李某共同生活。
两个女儿长大成人后，均在李某家中出嫁，由陈女士操办婚嫁事宜。小女儿出嫁次年，陈女士因与其同居的李某病重需要人照顾，搬回家中生活。
小女儿出嫁第三年时，马先生在广东工作的过程中，因工伤受伤并经抢救无效后死亡。
由于马先生父母双亡，没有任何亲戚，公司联系上合法妻子陈女士，事后大女儿前往广东处理此事。
马先生被认定为工伤后，获得69.7万死亡赔偿金。事后由大女儿为父亲马先生操办丧葬事宜。加上交通费、律师费、办理丧事等支出，大女儿总共花费了14万，即结余赔偿金为55.7万。
事后大女儿认为，全程都是自己在操办，母亲和妹妹连父亲的葬礼都不愿意出席，没有资格获得父亲因死亡而获得的赔偿金，剩余部分应归其所有。
母亲认为，虽然夫妻二人分居近20年，但只要两人一天还没有离婚，这笔钱就应当是夫妻共同财产。
民法典第1061条规定，夫妻有相互继承遗产的权利。第1127条同时还规定，遗产按照下列顺序继承：（一）第一顺序；配偶、子女、父母；
陈女士的意思很明确，55.7万一半是其份额的夫妻共同财产，另外一半才是万先生的遗产。即陈女士要求分得6分之4（2分之1+6分之1）、37万的遗产、两个女儿只能各分得6分之1、9.3万元。
可小女儿却认为，自己不是不愿意出席父母的葬礼，只是怀孕在身，不方便去，而且这是死亡赔偿金，不是父亲的遗产，不能按照遗产方式来分割。
最终，陈女士拿着与马先生的结婚证，告上法庭。
大女儿在法庭上认可小女儿的说法，主张这不是父亲的遗产，而是死亡赔偿金。
但大女儿同时还认为，父母分居近20年，母亲婚内与李某同居十余年，父亲的死对于母亲来说，没有造成精神损害，因此母亲没有资格获得死亡赔偿金。
一审法院认为，死亡赔偿金是对死者亲属财产和精神的抚慰，有权提出请求的赔偿权利人是死者的近亲属，权利人行使请求权的顺序原则上按照继承的法定顺序行使，应综合考虑权利人与死者关系的亲疏远近、共同生活的紧密程度与受害人的经济依赖程度及生活来源等因素适当分割，而非是平均分配。
具体而言，马先生与陈女士分居后，未尽家庭义务，陈女士独自抚养两个女儿，并为两人操办结婚事宜，虽然陈女士曾两次起诉与马先生离婚，在后期处理马先生殡葬事宜时亦未参与，但陈女士对家庭付出较多，且患高血压等身体疾病，应当多分。
小女儿是因怀孕在身未能参与父亲殡葬事宜，因此，综合两女儿在马先生生前均未尽义务等因素，故酌情判定陈女士分割60%、两个女儿各分割20%。
一审宣判后三方同时提出上诉。两个女儿认为，母亲在与父亲婚姻关系存续期间公然与他人同居十余年，且拒绝出席父亲的葬礼，其行严重违反夫妻间的忠诚义务，违反社会道德。
民法典第1043条规定，夫妻应当互相忠实，互相尊重，互相关爱；家庭成员应当敬老爱幼，互相帮助，维护平等、和睦、文明的婚姻家庭关系。
大女儿同时还认为，小女儿既不参与索赔也不出席父亲的丧葬事宜。父亲埋葬周年时，她也没有按风俗烧纸以表哀思，其行为亦有违公序良俗。
民法典第8条规定，民事主体从事民事活动，不得违反法律，不得违背公序良俗。
小女儿则认为，父亲的事花不了14万，大女儿的账目不清楚，一审认定大女儿花销14万，证据不足。
民事诉讼法第67条第1款规定，当事人对自己提出的主张，有责任提供证据。
二审法院认为，死亡赔偿金不是遗产，但死亡赔偿金一般参照民法继承篇的规定进行分割，其配偶、子女、父母是同一顺序的继承人。
死亡赔偿金原则上应由家庭生活共同体成员共同取得，应视为是对权利人物质损失与精神损害的混合赔偿，应当根据死亡赔偿金的抚慰性质，考虑各近亲属与死者的身份关系、共同生活关系等合理分配。
具体本案中，陈女士为马先生的配偶，两个女儿与马先生是父女关系，在马先生生前均未在一起共同生活，母女三人对马先生虽未尽到相应的家庭义务，但三人亦未丧失法律上的继承资格。
综上，二审法院改判为三人平均分配所剩余的55.7万。即陈女士与两个女儿每人可分得18.5万。（来源：河南南阳中院）",75011,161,7,655,8,2023-12-24 13:01:07,2024-09-04 07:19:02,226522
yadiannashuai,是神奇海螺呀,1,9,1,False,湖南今天要开始上分了,"湖南今天要开始上分了
",73806,337,30,2544,10,2024-05-08 10:16:55,2024-05-13 01:18:50,225747
危鸥,可怜的老实人唉,10,10,1,False,男子把继女从两岁养大，妈妈在她五岁时离世,"男子把继女从两岁养大，妈妈在她五岁时离世
",73751,383,38,2407,3,2025-09-23 19:56:02,2025-11-29 14:22:33,225692
生斌任三在地狱,金手将军生父,1,8,1,False,小仙女不愿退彩礼被灭门   创业失败,"小仙女不愿退彩礼被灭门   创业失败
",69106,1202,135,11459,65,2023-01-13 07:07:24,2024-01-03 11:51:15,225257
1级巡逻兵,1级巡逻兵,12,9,1,False,现在骂彩礼的都是哪些人？,"现在骂彩礼的都是哪些人？
其实骂彩礼的是当年为了生儿子打女胎以及他们生出的儿子，当年骂生闺女的人家绝户，生的女孩是赔钱货，现在骂人家要彩礼，要的高，只能说生闺女的运气不好，只能给生儿子的人家做嫁衣当冤大头还被他们骂。也是国家为何要禁止看男女的原因，因为人人都不想当冤大头，但社会又不能缺女人，所以只能强制老百姓生下来女孩。
当年顶着生闺女赔钱货的压力生下闺女的家庭为我国男女平衡做出了贡献，却被那些生了儿子的家庭骂，感情只要生闺女，只有让男方占便宜才不会被骂，真是倒反天罡。",71115,1210,3,1463,47,2025-10-11 10:40:21,2025-11-10 11:44:21,220914
emiya_shiro056,卡蜜儿赤🍉,1,8,1,False,彩礼这问题不是很简单吗,"彩礼这问题不是很简单吗
不懂为什么要骂，说实话，跟你要彩礼的女的直接不娶不就好了，非得要娶要彩礼的然后嚷嚷彩礼高，明晃晃的陷阱你要往里跳😅
大家都找不要彩礼的姑娘结婚，找不到就不结婚，让那些要彩礼的xxn结不了婚，不就好了吗？骂啥啊？繁殖癌还是炫压抑？
要彩礼的女的和不出彩礼的男的本质不是一路人，骂来骂去实属没看懂，她看不上你你看不上她就非得在一起吗",71253,931,5,2001,47,2025-10-07 17:20:48,2025-11-13 14:08:11,220477
甜筒多少钱,躲红圈⭕,8,9,1,False,男人只要做一件事情就不用给彩礼,"男人只要做一件事情就不用给彩礼
第一，为了模拟分娩痛苦，男人必须在医院给自己肚子划一刀口子并且缝上。那十个月的大肚子就当给你们的恩赐不用了。
第二，婴儿时期带孩子只要女人醒着，男人就必须也醒着一起带孩子。期间的生活费由男女双方共同付出，等孩子不需要带了，再同时去上班。
满足以上两点女方就可以不要彩礼，这才能绝对公平，男宝们愿意吗，肯定不愿意，毕竟男宝只想着占便宜，可不想付出呢",66119,2109,11,7477,296,2022-10-07 16:23:49,2023-01-12 18:17:27,216708
秋虫不知晦朔,光荣的红花少年,13,9,1,False,她经济的崩盘，是经济下行之下的必然！,"她经济的崩盘，是经济下行之下的必然！
舔狗经济崩盘是一个必然的结果！
之前国内的某网红，谈了一个对象想要出国深造，所以这个人就花了很多钱，把对象送出国外留学，结果是这个对象在国外出轨了！
这种故事经常有听说，舔狗必然被绿！
我们高中时候有挺多的同学最后结婚在一起了，很重要的原因是，男女在一起，有过共同的经历很重要！
整个青春时期都在一起，有共同的情绪，和情感纽带，所以地位是相应的对等。
彼此间的共同情绪和经历，可以让两个人成为坚实的利益整体。
舔狗精神上完全舍去了自尊，将女孩子视为女神，对她言听计从，几乎没有自己的主见！
所有的情感都依赖这个人！
这种不对等的关系，必然不会得到珍惜。",71630,99,3,501,3,2023-11-09 18:33:05,2023-12-05 11:10:17,215898
1级巡逻兵,1级巡逻兵,12,9,1,False,大部分男方没资格反彩礼,"大部分男方没资格反彩礼
反对彩礼可以，但也要反对嫁娶婚姻，应该和女方在姓氏传承，过年过节，买房买车方面平权。 说起彩礼，男方买房买车出酒席费用，义愤填膺，谩骂连天，，说起孩子姓氏传承，双方父母过年过节不能传统了，应该平等，就跳脚骂人或来一句“你咋不随你妈姓” 。只想占便宜那种，没资格饭彩礼
很遗憾，就目前来说大部分男方代表都双标。",65474,2400,20,6862,442,2022-10-06 07:09:06,2023-02-16 12:36:18,215786
秋虫不知晦朔,光荣的红花少年,13,9,1,False,当xxn伪装文艺青年去相亲…,"当xxn伪装文艺青年去相亲…
26岁的大男孩去相亲，女孩说她很喜欢历史，并且跟他聊了起来。
男孩本身就是历史老师，问女孩喜欢哪一段？
女孩说，喜欢魏晋南北朝。
于是，男孩就跟她聊起了魏晋南北朝，结果才说到八王之乱的时候，女孩问他什么是八王之乱，跟魏晋南北朝有什么关系？
男孩给她解释完之后，又讲到衣冠南渡，女孩就又问他什么是衣冠南渡？
于是，男孩又给女孩解释的明明白白的。
后来，男孩问女孩真的喜欢魏晋南北朝吗？女孩转口说自己喜欢唐朝，男孩就问她喜欢初唐、盛唐还是晚唐？
女孩不解的问他，这三个有什么区别吗？
男孩耐心的就继续跟女孩聊，她差点把二十四史喜欢了个遍，他也差点给她把中国历史讲了个遍。
过了几天以后，媒人转达那女孩的话，大概意思是：这个男的太能胡说了，一说就罗嗦的没完没了，而且不懂事，很下头。
可是，男孩就不明白了，记得那天她明明听我讲的很开心啊，这是蹭了我一堂历史课吗？
要怪只能怪男孩太没有辨别能力，因为女孩根本就是个伪文艺青年，什么都不懂，在关公面前耍大刀，还没耍一下，就觉得自己装不下去了，既然不能装了，肯定不会和男孩有所发展了。
要知道，文艺青年是很难装的。",70802,270,4,1378,21,2024-01-16 18:47:07,2024-01-23 19:24:09,215167
乐事Roshan,乐事Roshan,0,8,1,False,彩礼是新人难以逾越的大山,"彩礼是新人难以逾越的大山
",68676,628,10,2721,68,2024-03-08 18:17:53,2024-03-11 07:28:11,211987
危鸥,可怜的老实人唉,10,10,1,False,网传刚服完刑男子杀害女子一家，警方：嫌疑男子已被抓，其他暂不便告知#热点 #社会百态 #福建泉州,"网传刚服完刑男子杀害女子一家，警方：嫌疑男子已被抓，其他暂不便告知#热点 #社会百态 #福建泉州
",67807,618,64,4920,33,2024-02-21 10:35:17,2025-09-21 20:47:05,211656
甜筒多少钱,躲红圈⭕,8,9,1,False,打游戏遇见个江西上饶的女初中生,"打游戏遇见个江西上饶的女初中生
今年15岁初中刚毕业，父母在外面上班，家里一双子女给爷爷奶奶带，女儿成绩很差，中考烂透了，跟她交谈，初中毕业之后就不上学了，帮父母做事到成年嫁人，听她说要收30万彩礼，初中毕业女生，父母就开始灌输彩礼意识不愧是江西，她有个弟弟，小学没毕业，成绩也不好，天天农药，但是还是准备花钱上学，这么看起来。江西人玩的就是卖女儿养儿子这套，其实人爹妈也没赚，卖女儿赚的钱全赔在儿子身上了，只有家里只有女儿的家庭才是真的赚啊",68525,699,1,2487,54,2022-08-03 19:07:01,2022-10-15 20:08:55,211614
秋虫不知晦朔,光荣的红花少年,0,9,1,False,“3000万男光棍”一直不存在,"“3000万男光棍”一直不存在
很多人对男多女人三千万这个伪数据当成了多出三千万男光棍，一个极简单的推算，就能知道，这三千万男光棍一直不存在。
男女出生比大多在110比100，最高甚至124比100，
按110算。每年出生一千万人口。
就是，0岁，男的比女的多100万。到22岁，男人口比女的多2300万。
这2300万。女光棍是不用想的了。
如果按平均结婚年龄30岁算，那3100万男人，女光棍是不用想了。
还有残疾的，在牢里的呢？贫困户呢？等等。
显然女光棍比男光棍多，这也就能解释为什么在女人不愁嫁的论调下，还有一亿多女光棍了。
还男人在三十到五十这年龄段不幸而逝的比率远高于女性。
所以女光棍更难嫁才是真相。
加之，离婚率如此之高，女性离婚后大概率会回到婚姻市场。而男性如果带娃的情况，有小一半被动淘汰掉。
怎么算，婚姻市场永远都是女多于男。
如果再加上女人自设的房车，那适合的男性就更少了。
女性可以自己从自己的相亲对象里数一下，你所有相亲对象中，能达到你条件的有几成，有没有一成？这不是你运气差。",68736,490,4,1892,18,2024-03-09 07:05:31,2024-08-12 17:40:56,210580
天真的我71,詹姆斯历史第一,1,5,1,False,各大城市等级娶妻难度,"各大城市等级娶妻难度
噩梦地狱级：此级别是农村下等家庭，父母无退休金，2020年后娶妻难度太高基本要绝户。
地狱级：此级别是农村中等家庭，父母无退休金但是自己还有个学历，慢慢打拼给个20-30万彩礼可以结婚
困难级：三四线城市下等家庭，此级别父母有退休金但是有点病只能自己照顾自己，在城市属于下等家庭。
稍有难度1：三四线城市此级别三四线中等家庭，这个级别父母已经是公务员了，但是你自己学历不高那就只能啃老了。
稍有难度2：二线城市此级别父母是二线城市下等，父母差不多工人或者其他的，但是在二线城市拥有地产还是可以的。
简单级：新一线城市本地人，此级别想要结婚还是很容易的，除非家里面实在太特殊。
轻松级：北上广深本地人，这个级别本地人轻轻松松过千万，结婚也是婚恋市场首选目标，就算40岁都能娶到老婆。",68390,640,12,932,21,2022-09-13 13:09:42,2023-03-29 01:44:07,209359
西辛撒麻,我坑我只会躺赢,0,10,1,False,女人拿生育对男性进行道德绑架反被怼,"女人拿生育对男性进行道德绑架反被怼
那天听到有个36岁的小仙女对跟她相亲的男人说女性为了生育付出了太多，所以才要男的好好补偿。
然后这个男的就直接怼她：对，女性生育是伟大的，所以我要感谢和报答的，是我的母亲而不是你。如果你想要有谁来报答你的生育，那你就赶快生孩子，等孩子将来大了，就能报答你了。
那个小仙女当场就气得破防了。",68343,388,2,1631,69,2025-09-05 23:50:46,2025-10-03 02:00:31,208675
遗光言礼,山海境,1,0,2,False,为什么抱怨彩礼高的男人不去骂真正的罪魁祸首呢？,"为什么抱怨彩礼高的男人不去骂真正的罪魁祸首呢？
很多男人抱怨女人彩礼高，为什么他们不去骂真正的罪魁祸首呢？是他们不知道吗？不会吧不会吧？
以著名的高彩礼地区江西为例，几十万的彩礼简直要吓死人了。可是为什么其他地区彩礼就几万到十几万，就江西搞特殊几十万呢？无非是重男轻女罢了。可为什么那些娶江西女的男人不骂她娘家重男轻女吸他的血，就可劲逮着女人骂呢？你说女人也有毛病，我不反驳，但是主犯明明是她家弟弟，爸，祖父们，你放着主犯不骂，骂个从犯，什么意思要骂就请一视同仁，都给我狠狠地骂，骂死他们。你们总不会不知道你的彩礼钱全都给她家弟弟，爸，祖父们用了吧？真正吸你血的不是他们？
另外。很多抱怨彩礼高的男人请认真思考一下为什么自己娶不到低彩礼的女人，偏要娶高彩礼的江西女？实话实说吧，你们就是雄竞失败只能娶这种女人罢了。别为自己的失败找借口，掩饰自己的条件不好。",64988,1253,7,6420,396,2022-08-12 14:32:52,2023-08-31 00:17:44,208066
